"mun","uf","total","agropecuaria","industria","servicos","adm","s_agropecuaria","s_industria","s_servicos","s_adm"
"São João do Araguaia ","PA",101742,28249,7445,16035,50013,0.277653279864756,0.073175286509013,0.157604529103025,0.491566904523206
"São Miguel do Guamá ","PA",530831,168210,59788,129214,173619,0.3168805137605,0.112630950340127,0.243418338416558,0.327070197482815
"São Sebastião da Boa Vista ","PA",166094,58051,4222,25164,78656,0.349506905728082,0.0254193408551784,0.151504569701494,0.473563163028165
"Sapucaia ","PA",82741,29929,4842,25573,22396,0.361719099358238,0.05851995987479,0.309072890102851,0.270675964757496
"Senador José Porfírio ","PA",100255,35990,4215,20139,39911,0.358984589297292,0.0420427908832477,0.200877761707646,0.398094858111815
"Soure ","PA",160717,33929,8580,40680,77527,0.211110212360858,0.0533857650404127,0.253115725156642,0.48238207532495
"Tailândia ","PA",708743,61953,126758,234043,285987,0.0874125035450086,0.178849032724133,0.330222661811122,0.403512980022378
"Terra Alta ","PA",60907,12610,3339,12084,32874,0.207036957985125,0.0548212849097805,0.198400840625872,0.539740916479222
"Terra Santa ","PA",476941,15982,314237,83747,62974,0.0335093858569509,0.658859271901556,0.175591949528348,0.132037296017746
"Tomé-Açu ","PA",522165,118488,51181,156584,195912,0.226916779178995,0.0980169103635824,0.299874560723143,0.375191749734279
"Tracuateua ","PA",176027,54258,7219,27849,86702,0.308236804581115,0.0410107540320519,0.158208683895084,0.492549438438421
"Trairão ","PA",214097,88789,19339,48699,57269,0.414713891366997,0.0903282157153066,0.22746231848181,0.26749090365582
"Tucumã ","PA",571533,84545,123373,240929,122687,0.147926716392579,0.215863300981746,0.421548711972887,0.214663020333034
"Tucuruí ","PA",4135657,89073,3157462,485246,403876,0.0215378112836727,0.763472889555396,0.117332264256925,0.0976570349040068
"Ulianópolis ","PA",1299364,847476,150467,147855,153565,0.652223703288686,0.115800499321206,0.113790285093323,0.1181847426895
"Uruará ","PA",458082,154004,41657,131026,131395,0.336193083334425,0.0909378670194419,0.286031758506119,0.286837291140014
"Vigia ","PA",328592,63878,30599,98359,135756,0.194399133271656,0.0931215610848712,0.299334737303404,0.413144568340069
"Viseu ","PA",425153,150837,20376,66626,187315,0.354782866403389,0.0479262759524218,0.156710642992052,0.440582566746559
"Vitória do Xingu ","PA",614917,74895,271823,195815,72384,0.121796925438718,0.442048276434055,0.318441350621303,0.117713447505924
"Xinguara ","PA",913469,109686,305697,351467,146619,0.120076324429182,0.334655034817821,0.384760730796557,0.160507909956441
"Serra do Navio ","AP",54038,3303,1181,10783,38772,0.0611236537251564,0.0218549909323069,0.199544764795144,0.717495096043525
"Amapá ","AP",126705,22522,2729,37364,64089,0.177751469949884,0.0215382186969733,0.294889704431554,0.505812714573221
"Pedra Branca do Amapari ","AP",243017,6205,77580,49432,109800,0.0255331931510964,0.319236925811774,0.203409638008864,0.451820243028266
"Calçoene ","AP",129007,13272,13802,28835,73099,0.102878138395591,0.106986442596138,0.223515003061849,0.566628167463781
"Cutias ","AP",63267,16186,868,6382,39831,0.255836375993804,0.0137196326678995,0.100874073371584,0.629569917966712
"Ferreira Gomes ","AP",327214,6486,221327,33248,66153,0.0198218902614191,0.676398320365266,0.101609344343457,0.202170445029858
"Itaubal ","AP",50636,9045,811,5884,34897,0.178627853700924,0.0160162730073466,0.116201911683387,0.689173710403665
"Laranjal do Jari ","AP",533584,11058,30881,159537,332109,0.0207240097154337,0.0578746739032655,0.298991349065939,0.622411841434526
"Macapá ","AP",8377863,49529,868621,4100057,3359656,0.00591188946393609,0.10368049704322,0.489391745842585,0.401015867650259
"Mazagão ","AP",196979,22589,10603,24289,139499,0.114677199092289,0.0538280730433193,0.123307560704441,0.708192243843252
"Oiapoque ","AP",287794,15060,15685,82904,174146,0.052329096506529,0.054500788758626,0.288067159148558,0.605106430293891
"Porto Grande ","AP",280925,27288,37632,65722,150282,0.0971362463290914,0.133957461956038,0.233948562783661,0.534954169262259
"Pracuúba ","AP",54432,15258,873,4633,33668,0.280313051146384,0.0160383597883598,0.0851153733098177,0.618533215755438
"Santana ","AP",1858849,14741,363125,684547,796437,0.00793017614663698,0.195349380180961,0.368263909548328,0.428457072091386
"Tartarugalzinho ","AP",162200,31061,6692,17964,106483,0.191498150431566,0.0412577065351418,0.11075215782984,0.656491985203453
"Vitória do Jari ","AP",144198,5713,5315,22437,110734,0.0396191348007601,0.0368590410407911,0.155598551991012,0.767930207076381
"Abreulândia ","TO",36316,16076,1007,5190,14043,0.442669897565811,0.0277288247604362,0.142912215001652,0.3866890626721
"Aguiarnópolis ","TO",97009,19333,7476,37849,32351,0.199290787452711,0.0770650145862755,0.390159675906359,0.333484522054655
"Aliança do Tocantins ","TO",69863,18120,4314,18312,29117,0.259364756738188,0.0617494238724361,0.262112992571175,0.416772826818201
"Almas ","TO",115973,59231,4126,16260,36356,0.510730945996051,0.0355772464280479,0.140205047726626,0.313486759849275
"Alvorada ","TO",202709,52025,32060,77228,41396,0.256648693447257,0.158157753232466,0.380979630899467,0.20421392242081
"Ananás ","TO",87730,15829,2218,22016,47666,0.180428587712299,0.025282115581899,0.250951783882366,0.543326114214066
"Angico ","TO",40616,14897,1116,4901,19702,0.366776639747883,0.0274768564112665,0.120666732322238,0.485079771518613
"Aparecida do Rio Negro ","TO",68907,30311,2626,10974,24996,0.439882740505319,0.038109335771402,0.159258130523749,0.36274979319953
"Aragominas ","TO",57340,18609,1100,6415,31217,0.324537844436693,0.019183815835368,0.111876525985351,0.544419253575166
"Araguacema ","TO",72197,21576,3374,12928,34319,0.298848982644708,0.0467332437635913,0.179065612144549,0.475352161447152
"Araguaçu ","TO",151718,66415,4672,34467,46164,0.437752936368789,0.0307939730289089,0.227178054021276,0.304275036581025
"Araguaína ","TO",3071452,54863,452601,1743077,820911,0.0178622358415499,0.147357341088189,0.567509112953743,0.267271310116518
"Araguanã ","TO",57670,18477,2138,8068,28987,0.320391884862147,0.0370730015606034,0.139899427778741,0.502635685798509
"Araguatins ","TO",313526,28881,13263,104264,167117,0.0921167622461933,0.0423027117368257,0.332552962114785,0.533024374374055
"Arapoema ","TO",92553,30779,3142,24140,34492,0.332555400689335,0.0339481162144933,0.260823528140633,0.372672954955539
"Arraias ","TO",123236,33688,6850,28455,54243,0.273361680028563,0.0555844071537538,0.230898438767893,0.440155474049791
"Augustinópolis ","TO",177862,12100,11296,69577,84889,0.0680302706592752,0.0635099121791051,0.391185300963668,0.477274516197951
"Aurora do Tocantins ","TO",36420,9584,2265,5189,19383,0.263152114222954,0.0621911037891269,0.142476661175178,0.532207578253707
"Axixá do Tocantins ","TO",88148,8450,2655,21472,55571,0.0958615056495893,0.0301197985206698,0.243590325361891,0.630428370467849
"Babaçulândia ","TO",89681,24050,3264,9782,52586,0.268172745620589,0.036395669093788,0.109075500942229,0.586367234977308
"Bandeirantes do Tocantins ","TO",84345,28197,27266,9777,19105,0.334305530855415,0.323267532159583,0.115916770407256,0.226510166577746
"Barra do Ouro ","TO",47516,15796,1539,6733,23448,0.332435390184359,0.03238908999074,0.141699638016668,0.493475881808233
"Barrolândia ","TO",57794,12194,3090,15340,27170,0.210990760286535,0.0534657576911098,0.265425476693082,0.470118005329273
"Bernardo Sayão ","TO",61598,23661,2533,10471,24932,0.384119614273191,0.0411214649826293,0.169989285366408,0.404753401084451
"Bom Jesus do Tocantins ","TO",59687,26923,2284,7176,23303,0.451069747181128,0.0382662891416891,0.120227185149195,0.390420024460938
"Brasilândia do Tocantins ","TO",36711,8471,1983,12495,13761,0.230748277083163,0.0540165073138841,0.340361199640435,0.37484677617063
"Brejinho de Nazaré ","TO",93169,46609,3884,13554,29122,0.500262963002715,0.0416876858182443,0.145477573012483,0.312571778166558
"Buriti do Tocantins ","TO",73394,4845,3444,14756,50349,0.0660135705916015,0.046924816742513,0.201051857100035,0.68600975556585
"Cachoeirinha ","TO",21503,3835,548,3401,13719,0.178347207366414,0.025484816072176,0.158163977119472,0.638003999441938
"Campos Lindos ","TO",290080,130691,24787,86015,48587,0.450534335355764,0.0854488416988417,0.296521649200221,0.167495173745174
"Cariri do Tocantins ","TO",248504,39858,18685,165579,24382,0.160391784438077,0.0751899365804977,0.666303158098059,0.0981151208833661
"Carmolândia ","TO",30979,8653,934,6031,15362,0.279318247845315,0.0301494560831531,0.194680267277833,0.495884308725266
"Carrasco Bonito ","TO",29837,3650,1134,4508,20545,0.122331333579113,0.0380065019941683,0.151087575828669,0.688574588598049
"Caseara ","TO",63248,19767,2821,13055,27605,0.312531621553251,0.0446022008601063,0.206409688843916,0.436456488742727
"Centenário ","TO",27226,6721,656,4112,15737,0.246859619481378,0.0240946154411225,0.151032101667524,0.578013663409976
"Chapada de Areia ","TO",19131,7011,934,1974,9212,0.366473263289948,0.0488212848256756,0.103183315038419,0.481522136845957
"Chapada da Natividade ","TO",59381,31570,2242,7880,17690,0.531651538370859,0.0377561846381839,0.132702379549014,0.297906737845439
"Colinas do Tocantins ","TO",519760,29545,63344,250670,176200,0.0568435431737725,0.121871633061413,0.482280283207634,0.339002616592273
"Combinado ","TO",50118,4924,2431,18174,24589,0.0982481344028094,0.0485055269563829,0.362624206871783,0.490622131769025
"Conceição do Tocantins ","TO",39108,5578,1139,9988,22402,0.142630663802802,0.0291244758105758,0.255395315536463,0.572823974634346
"Couto Magalhães ","TO",70842,17004,2366,22488,28984,0.240027102566274,0.033398266565032,0.317438807487084,0.40913582338161
"Cristalândia ","TO",92322,20804,6361,28412,36745,0.225341738697169,0.0689001538094929,0.307748965577002,0.398009141916336
"Crixás do Tocantins ","TO",36100,16750,1345,6163,11842,0.46398891966759,0.0372576177285319,0.170720221606648,0.32803324099723
"Darcinópolis ","TO",69210,17318,3023,18890,29979,0.250223956075712,0.0436786591533015,0.272937436786592,0.433159947984395
"Dianópolis ","TO",232183,15967,15369,95924,104922,0.0687690313244294,0.0661934766972603,0.413139635546099,0.451893549484674
"Divinópolis do Tocantins ","TO",91135,24543,3050,28079,35463,0.269303780106436,0.0334668349152356,0.308103363142591,0.389126021835738
"Dois Irmãos do Tocantins ","TO",77025,28372,1627,11880,35146,0.36834793898085,0.021123012009088,0.154235637779942,0.45629341123012
"Dueré ","TO",113796,73602,4136,10889,25170,0.646788990825688,0.0363457415023375,0.0956887764069036,0.221185278920173
